,Unnamed: 0,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
327,327,383568387772674048,RT @COEmergency: .@ColoradoDOT: #coflood Incredible road damage on US 36 between Lyons and Estes Park. http://t.co/T8Rl6NPpPW,Government,['Official'],Related and informative
328,328,384462340780879874,"#COPets #COFlood #Northglenn Found pale grey tabby kitty, doesn't look very old. Long haired, very high pitched... http://t.co/JtsLtpxH5j",Government,['Official'],Related and informative
329,329,406563403625672704,RT @JCBelfast: The Police Memorial Trust confirming it is Police Scotland helicopter SP99 involved in the incident in #glasgow. #clutha,Government,['Official'],Related and informative
330,330,406565362369843200,RT @Police_Memorial: Our thoughts are with the crew of @policescotland SP99 helicopter that has crashed in Glasgow - hoping everyone is alr…,Government,['Official'],Related - but not informative
331,331,406565437846351873,RT @David_Cameron: My thoughts are with everyone affected by the helicopter crash in Glasgow - and the emergency services working tonight.,Government,['Official'],Related - but not informative
332,332,406569665717358592,RT @Police_Memorial: Our thoughts are with the crew of @policescotland SP99 helicopter that has crashed in Glasgow - hoping everyone is alr…,Government,['Official'],Related - but not informative
333,333,406569871250833408,RT @MPSIslington: Police Helicopter crashes in Glasgow http://t.co/8jM808bLKB  Our thoughts are with the victims,Government,['Official'],Related and informative
334,334,406580843533332480,"RT @DJack_Journo: Labour MP Jim Murphy can clearly be seen, centre of pic, helping survivor of Clutha pub helicopter crash http://t.co/ey54…",Government,['Official'],Related and informative
335,335,406581103596933120,RT @David_Cameron: My thoughts are with everyone affected by the helicopter crash in Glasgow - and the emergency services working tonight.,Government,['Official'],Related - but not informative
336,336,406586170316189696,RT @policescotland: At present Police Scotland is not in a position to confirm any details regarding injuries #PSHelicopter #helicopter,Government,['Official'],Related and informative
337,337,406592973464666112,RT @scotfire_west: We have a number of SFRS resources at the scene of the helicopter crash in Glasgow. We won't be updating further for now…,Government,['Official'],Related and informative
338,338,406599499805892608,"RT @LonghaughSgt: : #Clutha ;  Please follow @policescotland for accurate news updates on major incident in Glasgow, speculation does not h…",Government,['Official'],Related and informative
339,339,406603543123329024,Police conference in next 30mins from Glasgow Sheriff Court #Clutha,Government,['Official'],Not related
340,340,406610040095666176,RT @scotfire_west: Firefighters from Scottish Fire and Rescue Service are continuing rescue efforts at #Clutha. Includes specialist urban s…,Government,['Official'],Related and informative
341,341,406692294557843456,RT @GlasgowCC: Police Casualty Bureau number is 0800 092 0410 #Clutha #PSHelicopter,Government,['Official'],Related and informative
342,342,406707767366680576,"RT @LonghaughSgt: #Clutha ;  Please follow @policescotland for accurate news updates on major incident in Glasgow, speculation does not hel…",Government,['Official'],Related - but not informative
343,343,406708635587588096,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Official'],Related and informative
344,344,406712846668816384,RT @SgtJamesMain: @policescotland have issued a helpline for anyone concerned about family following the Glasgow helicopter crash on 0800 0…,Government,['Official'],Related and informative
345,345,406717045158731776,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Official'],Related and informative
346,346,406717301019660288,"Anyone in Glasgow who is able to, please make a trip to Nelson Mandela Place to give blood ♥ Thank you. #Clutha",Government,['Official'],Related and informative
347,347,406720534811258881,"RT @johnnyoconn: VERY IMPORTANT, PLEASE RT If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http://t.co/M17kgOxAHH",Government,['Official'],Related and informative
348,348,406722145432395776,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Official'],Related and informative
349,349,406722845893726209,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Official'],Related and informative
350,350,406724712346447872,RT @MorayMP: Such sad news from Glasgow. Thoughts with all those affected and appreciation to all responders #Clutha   http://t.co/Ireu3fPr…,Government,['Official'],Related - but not informative
351,351,406731356149121024,"RT @scotgovhealth: If you have concerns for anyone who may have been in #Clutha Vaults pub or surrounding area, call the Casualty Bureau nu…",Government,['Official'],Related and informative
352,352,406733981779251200,RT @Scotambservice: Our thoughts this morning are with those affected by the tragic accident in Glasgow #Clutha,Government,['Official'],Related - but not informative
353,353,406747369964064768,RT @givebloodscot: #Clutha No session in George Sq. today as social media suggests. Demand for blood is being met. (1 of 2),Government,['Official'],Related and informative
354,354,406757088178606080,RT @givebloodscot: #Clutha No session in George Sq. today as social media suggests. Demand for blood is being met. (1 of 2),Government,['Official'],Related and informative
355,355,406762834392256513,"RT @policescotland: @GlasgowCC opens family reception centre at 40 John Street, G2 1DU assisting public #Clutha #PSHelicopter http://t.co/j…",Government,['Official'],Related and informative
356,356,406868241437708288,RT @policescotland: Following incident at #Clutha Vaults we can confirm the number of fatalities has risen to 8. Details: http://t.co/2uxDB…,Government,['Official'],Related and informative
357,357,406889049367265280,RT @policescotland: Officers appeal for any footage of the Clutha incident #Clutha #pshelicopter  https://t.co/fpH1Iex3IM,Government,['Official'],Related and informative
358,358,406895529575350272,RT @policescotland: Officers appeal for any footage of the Clutha incident #Clutha #pshelicopter  https://t.co/fpH1Iex3IM,Government,['Official'],Related - but not informative
359,359,406923308471689216,RT @policescotland: Officers appeal for any footage of the Clutha incident #Clutha #pshelicopter  https://t.co/fpH1Iex3IM,Government,['Official'],Related and informative
360,360,406923769840537600,Police reveal name of one victim of last night's helicopter crash in Glasgow. Gary Arthur(48) died after helicopter came through a pub roof,Government,['Official'],Related and informative
361,361,407206272975769602,RT @scotgov: Fist Minister @AlexSalmond pays his condolences to the victims of the Glasgow helicopter crash. http://t.co/F98c0sUWUL,Government,['Official'],Related and informative
362,362,407238208419008512,"RT @MPSinthesky: We pause tonight to remember our colleagues, Capt David Traill, PC Kirsty Nelis, PC Tony Collins and those at the #Clutha …",Government,['Official'],Related and informative
363,363,407249134580928512,"RT @MPSinthesky: We pause tonight to remember our colleagues, Capt David Traill, PC Kirsty Nelis, PC Tony Collins and those at the #Clutha …",Government,['Official'],Related - but not informative
364,364,407443544744660993,RT @Essexpolicefed: Helicopter crew killed in Glasgow become first people on Roll of Honour for Police Scotland http://t.co/zYB0ecIW1i http…,Government,['Official'],Related and informative
365,365,407461831914291200,RT @policescotland: 16yr old man arrested &amp; detained in police custody after investigation into comments online re helicopter crash http://…,Government,['Official'],Related - but not informative
366,366,407550218469900288,RT @policescotland: 16yr old man arrested &amp; detained in police custody after investigation into comments online re helicopter crash http://…,Government,['Official'],Related and informative
367,367,407796025664225280,RT @GlasgowCC: Clutha Appeal Fund now open for donations on 0141 287 7878. Those in need of support call 0141 287 0999 #clutha,Government,['Official'],Related and informative
368,368,407827118064934912,"@GlasgowCC Can we donate money online for #Clutha, as well as over the phone?",Government,['Official'],Related - but not informative
369,369,409081936355676160,Witness appeal on helicopter crash: Police officers on duty in the area of the police helicopt... http://t.co/YoCWrnweeF #Teamfollowback,Government,['Official'],Related and informative
370,370,409316939044245504,"RT @Police_Memorial: Rest in peace Captain Traill, Per Ardua ad Astra. @policescotland @RoyalAirForceUK #clutha #pshelicopter http://t.co/Q…",Government,['Official'],Related - but not informative
371,371,396321395581272064,RT @LAX_Official: Airport officials confirm police incident began at 9:30 a.m. @ Terminal 3 at LAX. More info to come.,Government,['Official'],Related and informative
372,372,396322108625936384,RT @LAX_Official: Airport officials confirm police incident began at 9:30 a.m. @ Terminal 3 at LAX. More info to come.,Government,['Official'],Related and informative
373,373,396324021211762688,RT @grasswire: #LAX UPDATE: Several people have been shot according to LAPD police scanner. Citywide tactical alert declared,Government,['Official'],Related and informative
374,374,396324470022864896,"RT @BradLtv: #LAX UPDATE: Ground stop now in effect for traffic arriving at Los Angeles Int'l Airport, FAA says -@nbcnightlynews",Government,['Official'],Related and informative
375,375,396324830725033985,#FAA halts flights heading into #LAX (@KTVU),Government,['Official'],Related and informative
376,376,396325778641543168,RT @911LAPD: #LAPD Central Bureau is now also on TACTICAL ALERT due to the incident @LAX_Official #LAX #poltwt,Government,['Official'],Related and informative
377,377,396328030986985472,RT @CHPsouthern: ADVISORY: Avoid LAX at this time. Century Blvd. closed prior to airport entrance. Call your airline for info. @LAX_Official,Government,['Official'],Related and informative
378,378,396330685989797888,FAA - Report of no departures from #LAX until further notice.,Government,['Official'],Related and informative
379,379,396332476932829184,FAA Orders Ground Stop At #LAX After Shooting: No flights are departing from Los Angeles… http://t.co/W2ZDEIM2Cp,Government,['Official'],Related and informative
380,380,396335475881181184,#LAPD to hold first briefing in 30 minutes on #LAXShooting at 14:30EST/11:30PST.,Government,['Official'],Related and informative
381,381,396337614980403200,RT @SacIntlAirport: Outgoing flights to and from LAX  via SMF delayed indefinitely due to #LAXshooting. Call your airline for details,Government,['Official'],Related and informative
382,382,396338072142352384,RT @911LAPD: There will be a Press Conference at 11:30am. Pls wait for the verified info as there are many versions of what happened. #LAX …,Government,['Official'],Related and informative
383,383,396338420286779392,RT @911LAPD: There will be a Press Conference at 11:30am. Pls wait for the verified info as there are many versions of what happened. #LAX …,Government,['Official'],Related and informative
384,384,396339837940146176,RT @911LAPD: There will be a Press Conference at 11:30am. Pls wait for the verified info as there are many versions of what happened. #LAX …,Government,['Official'],Related and informative
385,385,396347056337342464,RT @LAWeekly: #LAX Update: LAPD confirmed they shot the suspect http://t.co/STp7covera,Government,['Official'],Related and informative
386,386,396349061219250177,RT @LAX_Official: UPDATE: Press conference in a few minutes will be at entrance to LAX at Sepulveda Blvd &amp; Century Blvd with Airport Police…,Government,['Official'],Related and informative
387,387,396350537605459968,LAPD say they believe person in custody was the lone gunman in this morning's shooting at #LAX. No word on extent of victims' injuries,Government,['Official'],Related and informative
388,388,396351338738483201,"RT @911LAPD: LA Mayor @ericgarcetti advises situation safe for those in #LAX airport; flights continuing to land, but requests people not t…",Government,['Official'],Related and informative
389,389,396352836080238592,"RT @MotherJones: LAX Police Chief: As we stand here right now, there is only one individual that is responsible for this. #LAXShooting",Government,['Official'],Related and informative
390,390,396354253771800576,@AuliaRahmanFc: Shooting at Los Angeles International airport: Nov. 1 A gunman with a high powered rifle was shot by law enfor... GTA5,Government,['Official'],Related and informative
391,391,396370431210717184,"#LAX FBI says Grimace may have had accomplice, looking for twelve foot yellow bird driving Clown car with plate number Snuffy",Government,['Official'],Related and informative
392,392,396383483855003648,"RT @911LAPD: Per @LAX_Official, the next #LAX News Briefing will be 4pm. #Media staging area is now located @ #LAWA Administration visitors…",Government,['Official'],Related and informative
393,393,396401812988641280,"FBI Los Angeles confirms shooter identity as Paul Anthony Ciancia, 23 of LA. #LAXShooting",Government,['Official'],Related and informative
394,394,396413456351764480,"Suspect in the Los Angeles airport shooting is Paul Anthony Ciancia, a 23-year-old from Los Angeles, the FBI says. via @cnnbrk",Government,['Official'],Related and informative
395,395,396431751934779392,"Peoria: NJ police: Dad called, worried about LAX suspect http://t.co/T2wWFOD66F",Government,['Official'],Related and informative
396,396,396461422437089281,FBI: 23-year-old L.A. man is suspect in airport shooting that kills TSA officer http://t.co/Y1XMvSVuhf,Government,['Official'],Related and informative
397,397,396465948099502080,"@BasedBieberLife NJ police: Dad called, worried about LAX suspect:   @deadmau5",Government,['Official'],Related and informative
398,398,396469483885182976,Lone suspect in L.A. airport shooting used assault rifle: police http://t.co/wC1Og86aJ8,Government,['Official'],Related and informative
399,399,396536324322111488,Police: Suspected LAX gunman sent suicide text to family: N.J. police chief says the suspect's father called... http://t.co/Zt8XGTj7nC,Government,['Official'],Related and informative
400,400,396540925482393600,"NJ police: Dad called, worried about LAX suspect - http://t.co/6kWw5lSfOC http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc",Government,['Official'],Related - but not informative
401,401,396566728827604993,RT @FBIPressOffice: Seeking Information in Los Angeles Airport Shootings: — Los Angeles http://t.co/kllbSjH3YM #FBI,Government,['Official'],Related and informative
402,402,396586488168579072,RT @LAX_Official: Passengers unable to reclaim personal belongings with medical supplies/prescriptions contact LAX’s on-airport medical cli…,Government,['Official'],Related and informative
403,403,396604112667545600,NJ police: LAX shooting suspect sent suicidal text,Government,['Official'],Related and informative
404,404,396729572676231168,"#LAXShooting We are expect to reopen Terminal 3 later this afternoon, LAWA Executive Director Gina Marie Lindsey. http://t.co/Wiw82NqOim",Government,['Official'],Related and informative
405,405,396778029470322688,US Atty for LA Andre Birotte said LAX  gunman faces 2 federal counts: Murder of a federal officer &amp; commission of crime at an airport.,Government,['Official'],Related and informative
406,406,397273594884927488,Police: LAX shooting suspect said he acted alone http://t.co/ghTGycEnXA,Government,['Official'],Related and informative
407,407,397384701968908288,Feds: LAX suspect returned to shoot TSA officer - WBIR-TV http://t.co/unUu6ZVYP7 (Latest) #Chicago #Florida,Government,['Official'],Related and informative
408,408,397548330185924608,"RT @TSA: #TSA honors #LAX TSO Gerardo Hernandez, and offers condolences and utmost support to the family of our colleague. http://t.co/IUxa…",Government,['Official'],Related - but not informative
409,409,397552495104237569,"#obama After Los Angeles Airport Shooting, No Easy Answers on Security Strategies - New York Times:... http://t.co/rs59vD3IQg #news #usa",Government,['Official'],Related - but not informative
410,410,397794271576612864,#Union calls for new class of armed #TSA agents. B/c more guns will prevent more violence. #LAXShooting #guncontrol http://t.co/YedNoe5rR8,Government,['Official'],Related - but not informative
411,411,353548755796099074,RT @sureteduquebec: Pour signaler qu'une personne manque à l'appel à la suite de la #déflagration à #LacMégantic : 1-819-583-2441.,Government,['Official'],Related - but not informative
412,412,353567747625590784,Photo: Explosion from Quebec train derailment - via @Forian http://t.co/4maTnjNiDb #sp4zee,Government,['Official'],Related and informative
413,413,353600538702651392,"Local firefighters are volunteers, but today they truly acted as professionals says #LacMegantic fire chief.",Government,['Official'],Related and informative
414,414,353615403307634688,"RT @sureteduquebec: #LacMégantic: Les gens à la recherche d'une personne manquante peuvent se diriger à la polyvalente Montignac (3409, rue…",Government,['Official'],Related - but not informative
415,415,353692469428355072,#LacMégantic : Les #citoyens qui ont des questions relatives à la qualité de leur #eau potable doivent communiquer avec leur municipalité.,Government,['Official'],Related - but not informative
416,416,353695120228483072,RT @reutersLjungg: Quebec police say they expect the death toll from fuel oil train blast to increase,Government,['Official'],Related and informative
417,417,353697922044542978,"RT @YourAnonLive: CBC: Provincial Police now reporting up to 100 missing in Lac-Mégantic, Quebec runaway oil train explosion http://t.co/0e…",Government,['Official'],Related and informative
418,418,353709720604905472,Canada police expect death toll in oil train blast to rise http://t.co/QFE8Nz7dko,Government,['Official'],Related and informative
419,419,353721414328655872,#Quebec police expect more deaths after oil train derailment kills at least 1  http://t.co/IF4001c4Q6,Government,['Official'],Related and informative
420,420,353760656232677376,Redding News Quebec police: More oil train deaths expected - USA TODAY: Toronto StarQuebec police: More oil tr... http://t.co/eVS1pk3vQM,Government,['Official'],Related and informative
421,421,353857146196209664,RT @leveil2013: RT@CPiou Yves Boivert:Une tragédie... criminelle http://t.co/XvdKkJEeKt … #LacMégantic,Government,['Official'],Related and informative
422,422,353869045449232385,RT @urgencequebec: #Alerte : Avis d’ébullition de l’#eau (5 minutes) pour la Ville de #LacMegantic et les secteurs de #Nantes et de #Fronte…,Government,['Official'],Related and informative
423,423,353891640169082880,Quebec Police: 3 Dead in Oil Train Derailment Quebec police expect more deaths after oil train derailment kills at http://t.co/mxscuuSpNf,Government,['Official'],Related and informative
424,424,353906836132474880,Official death toll in #LacMegantic now at 5. There are about 40 considered 'missing' by police.,Government,['Official'],Related and informative
425,425,353910271271645184,Quebec police: 5 dead in oil train derailment http://t.co/YARUkEX1nX,Government,['Official'],Related and informative
426,426,353914167759089664,Quebec Police: 5 Dead in Oil Train Derailment: Quebec police expect more deaths after oil train derailment kil... http://t.co/9fYX7M8DnJ,Government,['Official'],Related and informative
427,427,353915124068782080,"Canada police say five dead, about 40 missing after oil train blast http://t.co/o59055aCs4",Government,['Official'],Related and informative
428,428,353918949274042370,"Quebec police: Three confirmed dead in oil train derailment: A large swath of a town is destroyed and up to 1,... http://t.co/MiskZ3VRzX",Government,['Official'],Related and informative
429,429,353967716434059265,RT @LaClermont: @laportestephane @HugoMeunierLP Pénible: la récupération politique du drame au nom de l'«unité canadienne». #lacmegantic,Government,['Official'],Related - but not informative
430,430,353986242704187393,"Quebec police: 5 dead in oil train derailment: LAC-MEGANTIC, Quebec (AP) â As firefighters doused still burn... http://t.co/adyud04qpW",Government,['Official'],Related and informative
431,431,354003523236671488,"Canada police say five dead, about 40 missing after oil train blast http://t.co/Ya2dTMHzC4",Government,['Official'],Related and informative
432,432,354004559200403456,"Quebec police: 5 dead in oil train derailment: LAC-MEGANTIC, Quebec (AP) — As firefighters doused still burnin... http://t.co/64RHTJjcnc",Government,['Official'],Related and informative
433,433,354006622806360064,RT @BSTCanada: point de presse sur l’enquête du déraillement de train à #LacMegantic #Québec 19h00 dim 7 juillet à l'intersection de Laval …,Government,['Official'],Related and informative
434,434,354017934840053760,#lacmegantic there are no estimates as to the extent of the damage/cost.,Government,['Official'],Related and informative
435,435,354018324910309376,GOOD.  @Forian TSB: We're unlike any other governmental organization. We'll conduct an independent investigation. #LacMegantic,Government,['Official'],Related - but not informative
436,436,354039799763570688,Quebec police: 5 dead in oil train derailment http://t.co/Zp2Br6YqFm,Government,['Official'],Related and informative
437,437,354095231685242882,RT @TSBCanada: Photo: Close-up aerial view of #derailment site after explosion #LacMegantic http://t.co/woqZdxv4QP,Government,['Official'],Related - but not informative
438,438,354129453019963394,@ThomasMulcair Lac Megantic: Voilà le beau travail du Safety Management System de Harper ou les Société s'auto-reglementent et non CDN.,Government,['Official'],Related - but not informative
439,439,354242107814326274,@Governor_LePage Daniel: Le Devoir ‏@LeDevoir 1 h  [Tragédie de #LacMégantic] Que s’est-il passé à Nantes? http://t.co/WjpBDUGmUO,Government,['Official'],Related - but not informative
440,440,354287955742953472,RT @emily_senger: RT @perreaux: No. 2 in this graphic says everything about what happened to those poor people in the Lac-Mégantic bar. htt…,Government,['Official'],Related and informative
441,441,354311427084922880,Message From the Governor General Following the Tragedy in Lac-Megantic http://t.co/DhO8yBzVyx,Government,['Official'],Related and informative
442,442,354316242129125377,The Queen and the Governor General have expressed their sadness over the Lac Megantic disaster.,Government,['Official'],Related and informative
443,443,354349121286569984,"Police in Lac-Megantic, Que say death toll following explosive train derailment stands at 13; safety concerns prevent more in depth searches",Government,['Official'],Related and informative
444,444,354375990014779392,RT @la_lesaffaires: Lac-Mégantic:13 morts selon un nouveau bilan: L'explosion d'un train de wagons-citernes transportant du pétrol... http:…,Government,['Official'],Related and informative
445,445,354396273664724992,#LacMegantic demandez au gouvernement de réviser les réglementations qui s’appliquent au transport du pétrole au pays.http://t.co/AkViE37oqU,Government,['Official'],Related and informative
446,446,354566411420573696,"RT @urgencequebec: #LacMégantic : Point de presse de la sécurité civile à 8 h 30, au coin des rues Laval et Maisonneuve.",Government,['Official'],Related and informative
447,447,354597164061687808,"RT @NASA: Fire from Lac-Mégantic, Quebec, train derailment visible from space at night. http://t.co/RNQ1zLEJ2c",Government,['Official'],Related and informative
448,448,354871073067642880,Police sift through 'crime scene' days after Quebec train crash http://t.co/wP2unwOBTE,Government,['Official'],Related - but not informative
449,449,354904950444265473,Police mull charges for Canada train crash: QUEBEC police inspector Michel Forget says investigators have foun... http://t.co/YOEtFjkBpO,Government,['Official'],Related and informative
450,450,354971799290781697,60 now missing in Lac-Mégantic disaster: Quebec provincial police say their list of missing people has grown t... http://t.co/NmPA2nW7B2,Government,['Official'],Related and informative
451,451,355019660472745984,RT @Normand55: #LacMégantic Un meurtrier en direct ! Un véritable IRRESPONSABLE ! @SuretéduQUébec un mandat d'arrestation ça presse !,Government,['Official'],Related and informative
452,452,355087775982288896,RT @AP: BREAKING: Police say 20 people are dead in the Quebec oil train derailment: -MM,Government,['Official'],Related and informative
453,453,355091903152263172,RT @AP: MORE: Police say Quebec train crash death toll is now at 20; 30 others are still considered missing: http://t.co/QRsknJ9IcK -MM,Government,['Official'],Related and informative
454,454,355213131120787456,Canada blast missing 'probably dead' - Canadian police say 20 bodies have been found since the oil train disaster ... http://t.co/i57C4T4mKj,Government,['Official'],Related and informative
455,455,355361311720353795,Pauline Marois réitère que les Québécois sont avec les citoyens de #LacMegantic #RCES,Government,['Official'],Related and informative
456,456,355397047182041090,RT @premierministre: Les drapeaux de la Tour de la Paix et des bureaux du GdC au QC sont en berne en souvenir des victimes de Lac-Mégantic …,Government,['Official'],Related - but not informative
457,457,355440466600263681,La Sûreté du Québec affirme qu'il n'y a jamais eu de vol ou de tentative de vol à #LacMegantic #tvanouvelles,Government,['Official'],Related and informative
458,458,355510134019080192,RT @duchp: La première ministre Pauline Marois chaudement accueillie à Lac Mégantic: http://t.co/vAGWkEYLxE #assnat #polqc #solidarité,Government,['Official'],Related and informative
459,459,355679353184600065,CANADA: Police: 24 bodies now found in Quebec train crash ABC says higher: Canada train… http://t.co/nv2uJTVZex,Government,['Official'],Related and informative
460,460,356060510560583680,RT @vhivon: En route vers #LacMégantic pour faire le point avec les resp. serv.sociaux et assurer la popul. que notre présence s'inscrira d…,Government,['Official'],Related - but not informative
461,461,356471883698405376,RT @sureteduquebec: #LacMégantic: nous procéderons sous peu à la démolition de structures sur le site.,Government,['Official'],Related and informative
462,462,356847366206271489,"RT @FASNouvelles: Vous avez des livres à donner pour regarnir la bibliothèque de #LacMégantic? Passez à la FAÉCUM au 3200, rue Jean-Brillan…",Government,['Official'],Related and informative
463,463,356904740099072001,Lac-Mégantic: le gouvernement conservateur accusé de complicité http://t.co/A5xfRjCiPn via @lp_lapresse,Government,['Official'],Related - but not informative
464,464,356906208071925761,"Checking to see if rules of Road + Safety Act, as well as Transport of Dangerous Goods Act have been followed #LacMégantic",Government,['Official'],Related and informative
465,465,357617184572325890,"RT @nevineb: @EverettColdwell Especially knowing the Transport Minister would have to deal with Lac Mégantic, how could PMSH name her to th…",Government,['Official'],Related - but not informative
466,466,358087319884009472,#LacMégantic #Obama exprime ses sympathies dans une lettre : http://t.co/wEfxnl87Y8,Government,['Official'],Related - but not informative
467,467,358191653221183488,RT @InfoNRJRougeMtl: Tragédie de Lac-Mégantic: Le BST fera le point sur son enquête http://t.co/pyMoKMzH9i #Montreal,Government,['Official'],Related and informative
468,468,358265535869366274,RT @CP24 Transportation Safety Board calls for immediate changes in wake of #LacMegantic  HARPER IS A #EDL TERRORIST http://t.co/ZrUH3jrsH1,Government,['Official'],Related and informative
469,469,359416243192725504,#LacMégantic: les sinistrés pourront compter sur une aide fédérale de 60 millions de dollars.,Government,['Official'],Related and informative
470,470,359560300749524992,Federal government promises $60M to help rebuild #LacMégantic http://t.co/QzbDj09W4T,Government,['Official'],Related and informative
471,471,359634946777817088,Ottawa pledges to 'be there' for Lac-Mégantic with $60-million aid plan - Globe and Mail http://t.co/pBo34oYaCF,Government,['Official'],Related and informative
472,472,359720103740325889,RT @pmharper: #LacMegantic can count on the federal government to stand with them in their time of need. http://t.co/BjvMUaSBxx #cdnpoli,Government,['Official'],Related and informative
473,473,360441830178955264,"@sureteduquebec have raided Cdn. head office of MMA, the rail company behind deadly July 6 train wreck in Lac-Mégantic. via @TorontoStar",Government,['Official'],Related and informative
474,474,407129710162759680,NYPD calling Level 3 mobilization (borough-wide) for possible train derailment near Spuyten Duyvil Metro North station in the Bronx,Government,['Official'],Related and informative
475,475,407154620125831169,"FDNY: 'Multiple injuries' in Pok-to-NYC train derailment, alternate route provided http://t.co/ohurIKZBOE",Government,['Official'],Related and informative
476,476,407154934694834176,Amtrak: Service between Boston/Washington is not affected by Metro-North derailment; service held between NYC and Albany.,Government,['Official'],Related and informative
477,477,407159347098025984,FDNY: 'Multiple Injuries' in NYC Train Derailment: Fire department: 'Multiple injuries' in NYC passenger train... http://t.co/mDpTe13QbW,Government,['Official'],Related and informative
478,478,407160588607827969,"FDNY: 'Multiple Injuries' in NYC Train Derailment: Fire department: 'Multiple injuries' in NYC passenger train derailment, severity u...",Government,['Official'],Related and informative
479,479,407165500138201088,RT @NTSB: NTSB is sending Go-Team to NY to investigate the Metro North train derailment.  More information to come.,Government,['Official'],Related and informative
480,480,407174790521184257,"#ABC Governor: 4 Dead, 63 Hurt in NYC Train Derailment: NY Gov. Cuomo: 4 people dead, 63 injured in Metro-North train derailment in t...",Government,['Official'],Related and informative
481,481,407177743336357888,FDNY: 'Multiple injuries' in NYC train derailment,Government,['Official'],Related and informative
482,482,407179714634067968,"Governor: 4 dead, 63 hurt in NYC train derailment: NEW YORK (AP) — A Metro-North passenger train derailed on a... http://t.co/oseesnWCRh",Government,['Official'],Related and informative
483,483,407188094866059265,RT @Circa: People seeking information about family members involved in Bronx train derailment should contact Metro North at (718) 817-7444,Government,['Official'],Related and informative
484,484,407204247109771265,@NTSB on their way to investigate fatal NYC train derailment. Read more http://t.co/cQ4OAUHtEf,Government,['Official'],Related and informative
485,485,407208265253412864,FDNY: 'Multiple injuries' in NYC train derailment http://t.co/KFSRhLFO5E,Government,['Official'],Related and informative
486,486,407216674837123073,RT @NTSB: Press release announcing NTSB investigation into #MetroNorth derailment. http://t.co/91qG6WqvPk,Government,['Official'],Related and informative
487,487,407229110952271872,NTSB to hold 4:30p presser on deadly train derailment in New York.,Government,['Official'],Related and informative
488,488,407233347203497984,RT @ksaeed1: NTSB scheduled to speak to the media at 4:30 about #MetroNorth #derailment,Government,['Official'],Related and informative
489,489,407345846821208064,MTA identifies 4 people killed in NYC train crash: The Metropolitan Transit Authority has identified the... http://t.co/vcfODePXHq #mesa,Government,['Official'],Related and informative
490,490,407468203082645504,City Room: New York Today: How Derailment Could Affect Your Commute http://t.co/vwsuI4u3ts,Government,['Official'],Related and informative
491,491,407480303653888001,"RT @NTSB: Board Member Earl Weener conducts morning interviews at the site of train derailment in Bronx, N.Y.  #MetroNorth http://t.co/mZEi…",Government,['Official'],Related and informative
492,492,407517368684785664,News: NTSB: 2nd data recorder found in derailed NY train: NEW YORK (AP) — A member of t... http://t.co/gt3iUeyK25 http://t.co/PhlPKQt9dx,Government,['Official'],Related and informative
493,493,407520694772060161,"Gov. Cuomo: I think NYC train crash was 'about the speed': As investigators analyze black-box data from Sunday's deadly Bronx, N.Y. M...",Government,['Official'],Related and informative
494,494,407527112082718720,"Familia, here's an update on yesterday's devastating train derailment in NYC courtesy of @NYTMetro http://t.co/2DeJ9lz70V",Government,['Official'],Related and informative
495,495,407533541929390081,"RT @NTSB: Aerial view of the December 1, 2013 Metro North train derailment in Bronx, N.Y. http://t.co/drbUJznask",Government,['Official'],Related and informative
496,496,407566551118659584,"RT @NTSB: NTSB to hold second media briefing on #MetroNorth derailment at 4 pm ET today at Hampton Inn, 160 Corporate Blvd, Yonkers, NY.",Government,['Official'],Related and informative
497,497,407578324530388993,"RT @NTSB: NTSB to hold second media briefing on #MetroNorth derailment at 4 pm ET today at Hampton Inn, 160 Corporate Blvd, Yonkers, NY.",Government,['Official'],Related and informative
498,498,407598520099934208,Gov. Cuomo: I think NYC train crash was 'about the speed' http://t.co/thv7gSMstk,Government,['Official'],Related and informative
499,499,407612461957660672,"Blumenthal Statement On Metro-North Train Derailment In Bronx, NY http://t.co/xK6bKtdNON",Government,['Official'],Related and informative
500,500,407619407733882880,JUST IN: NTSB: Train that derailed in NYC was traveling 82 mph as it approached 30 mph zone.,Government,['Official'],Related and informative
501,501,407620338881933314,RT @BreakingNews: NTSB says it is not clear if New York train derailment was due to human error or equipment malfunction - @live video http…,Government,['Official'],Related and informative
502,502,407620611490717697,RT @NewsRadio930: The @NTSB says the train that derailed in NYC was traveling 82 mph as it approached 30 mph zone.,Government,['Official'],Related and informative
