,Unnamed: 0,Unnamed: 0.1,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
467,467,467,380885417358524416,"RT @SamaritansPurse: Volunteers began helping victims of the #COflood yesterday. We still need volunteers, sign up: http://t.co/0TTfjw60xv",NGOs,['Volunteer'],Related and informative
468,468,468,380907122881351681,Please check out opportunities to volunteer tomorrow (Friday) in Boulder and Longmont: http://t.co/4CLVcMf6mt #BoulderFlood,NGOs,['Volunteer'],Related and informative
469,469,469,381050559698309120,RT @BoulderFlood: Touching story from a #BoulderFlood Relief volunteer. This is what its all about: http://t.co/WoirHeMPSc,Media,['Volunteer'],Related - but not informative
470,470,470,381063545250938880,VOLUNTEERS: Clean Up in Longmont 9am to 5pm! Meeting @ Twin Peaks Mall parking lot across from Schlotsky’s: http://t.co/Li8yM180Li #Coflood,NGOs,['Volunteer'],Related and informative
471,471,471,381074672718073856,Proud of @Code3Associates' efforts in Colorado. They're working w/ American Humane Assoc rescuing animals in aftermath of record floods.,Outsiders,['Volunteer'],Related and informative
472,472,472,381106918556585984,We're ready to have a good time whilst raising money to aid the #coloradoflood victims. Join us!  http://t.co/lXZDPmuXBM,NGOs,['Volunteer'],Related - but not informative
473,473,473,381132537348632576,RT @HerzMuses: The #ColoradoFlood has craft breweries rallying to help. Here is a short list from @craftbeerdotcom  http://t.co/TBPIHuvhpf,Business,['Volunteer'],Related and informative
474,474,474,381141601231593474,"In Milliken, disaster relief remains busy a week after flood.  @denverpost #coflood #milliken  http://t.co/4GENQ2Fukl",Media,['Volunteer'],Related and informative
475,475,475,381156012851347456,RT @COEmergency: Gov. Hickenlooper announces additional $20 million... http://t.co/dkhCNdS9Fd #coflood,Media,['Volunteer'],Related and informative
476,476,476,381176367808655360,@LongmontHumane thank you for the offer of #COPets donations here in #estespark if anyone down there is coming up pls let me know #COFlood,NGOs,['Volunteer'],Related and informative
477,477,477,381239387226247168,"Our @Tide Loads of Hope truck is located at Loveland's Laundromat, 266 E 29th St Loveland, CO 80538: http://t.co/VoDKZSF7Gd #COFloodRelief",NGOs,['Volunteer'],Related and informative
478,478,478,381268151771492352,RT @COEmergency: .@FloodDSS: Summary of Federal Aid for Private Water Infrastructure. http://t.co/uC5GXF41Vx #coflood,Government,['Volunteer'],Related and informative
479,479,479,381277953851916288,@WesWelker Can you please help my friend wyl who lost his home and business in the Colorado floods http://t.co/TOxqnO2rNb Please spread.,Eyewitness,['Volunteer'],Related and informative
480,480,480,381451543540543488,RT @winecountrydog: HAY Coloradoans! #COflood #HORSES - contact Colorado Horse Care Foodbank 4 help. http://t.co/t3aR7up08T #COfloods #equi…,NGOs,['Volunteer'],Related and informative
481,481,481,381478227698778113,VOLUNTEERS NEEDED TODAY at 2p for clean up in Boulder. Full info at: http://t.co/BqjfKr8jar #boulderflood,NGOs,['Volunteer'],Related and informative
482,482,482,381562671633424384,They come from home to help.. #boulderflood http://t.co/mScdmqRcLG,Outsiders,['Volunteer'],Related and informative
483,483,483,381613233968148480,@dailycamera local assistance from neighbors @DonateBoulder #boulderflood #COflood #MakingADifference,Media,['Volunteer'],Related and informative
484,484,484,381867249373417472,Where the hell is my brother? RT @BoulderFlood: Thank you CU Lacrosse team for volunteering! @CULax http://t.co/mH88EKv2XS #boulderflood,Eyewitness,['Volunteer'],Related - but not informative
485,485,485,381964985045630976,Builders and soldiers hustle to reconnect #Colorado towns after flooding http://t.co/g8iewI4WAm,Media,['Volunteer'],Related and informative
486,486,486,382236301992685568,Thank you @BallCorpHQ for donating $1M to flood relief! #coflood | Boulder County Business Report http://t.co/KZL8G7AEHs,NGOs,['Volunteer'],Related and informative
487,487,487,382256283660722176,RT @classyawards: Help @TeamRubicon help those affected by the #COflood donate here: http://t.co/wMPJxxfpSq  #veterans #militarymonday,Outsiders,['Volunteer'],Related - but not informative
488,488,488,382268224835825664,"Kum &amp; Go Donates $15,000 to American Red Cross; Helps communities affected by Colorado flooding. Read more:... http://t.co/OSAzeJPtVi",Business,['Volunteer'],Related - but not informative
489,489,489,382268874969739265,"VP Joe Biden: If government shuts down, FEMA will still deliver aid  http://t.co/f6ziNN0z6O via @denverpost @finleybruce #coflood",Government,['Volunteer'],Related and informative
490,490,490,382280505762144256,RT @GreenboxStorage: @WestwordStreet We're giving free storage to victims of the #COFlood Will you help spread the word? #COFloodRelief htt…,Business,['Volunteer'],Related and informative
491,491,491,382284171604807680,RT @thekitchwitch @MadGreens @AnthonysPizza @BWWings #longmontflood . Thank you for your generous support of victims of #COflood.,Business,['Volunteer'],Related - but not informative
492,492,492,382580381729312768,@ijournal #Energy Industry Liability #Insurance May Cover Contamination Claims From Colorado #Flooding http://t.co/HBVooUg9OO @Dickstein_LLP,Media,['Volunteer'],Related and informative
493,493,493,382595506381152256,"RT @femaregion8: For immediate, short-term #COflood legal assistance, go to http://t.co/NWJuzVkwPn, or call toll-free 855-424-5347. @FEMA",Government,['Volunteer'],Related and informative
494,494,494,382629769654718464,"RT @FreysingerMazda: #Mazda announced two donations totalling $40,000 to support relief efforts for disasters such as the Colorado flooding.",Business,['Volunteer'],Related - but not informative
495,495,495,382853061842313216,"Hyundai, Mazda and Ford offering support to victims of Colorado flooding - Autoblog http://t.co/wPAIDzT2UV",Business,['Volunteer'],Related and informative
496,496,496,382913086501695488,"Please help those affected by the #COFlood. To learn how you can contribute, visit http://t.co/eVzX3kqsRi",NGOs,['Volunteer'],Related and informative
497,497,497,382932971704942592,.@oskarblues Launches Own 501(c)(3) – The CAN'd Aid Foundation http://t.co/bh8mjsXpTI #Colorado #COflood #craftbeer,NGOs,['Volunteer'],Related and informative
498,498,498,383092401403084800,RT @MVTTH3W: Awesome video of LHS in Denvers #lipdub of @katyperry trying to win a concert to donate $ to #ColoradoFlood victims http://t.c…,Outsiders,['Volunteer'],Related - but not informative
499,499,499,383235980813029376,RT @Amelia__Earhart: Here's the Lakewood High School @katyperry music video! RT to get Katy to come to CO with #coflood relief! http://t.co…,Outsiders,['Volunteer'],Related and informative
500,500,500,383247389328289792,MT @WayneDBJr Firefighters assist with Colorado floods http://t.co/OGolJJjS0g #COflood ^CB,Outsiders,['Volunteer'],Related and informative
501,501,501,383272701927776256,RT @studenttofarm: We are helping 2 farms affected by the #boulderflood this weekend. Email studenttofarm@colorado.edu to help us help them…,NGOs,['Volunteer'],Related and informative
502,502,502,383278699790868481,RT @GetSmartSchools: WOW #schoolspirit!! Lakewood High School does lip-dub of Katy Perrys Roar to raise funds for #COflood victims http:/…,NGOs,['Volunteer'],Related - but not informative
503,503,503,383356575450419200,PetAid Colorado is assisting at-risk animals during the #COflood disaster. For more info on what you can do to help: http://t.co/nzY9qkZckH,NGOs,['Volunteer'],Related and informative
504,504,504,383442806112391168,RT @aimeemay: Boulder healers volunteer to help rebuild community after devastating flood - #Boulderflood http://t.co/2dFln8Vb3F via @daily…,Media,['Volunteer'],Related and informative
505,505,505,383569289560985600,Colorado flooding has turned into major operation for the Red Cross. Here is some info on how we are helping: http://t.co/q2GZsGZ1Ew,NGOs,['Volunteer'],Related and informative
506,506,506,383598255419846657,RT @dailycamera: Fundraising effort to Rebuild Jamestown launched in #Boulder County. #Boulderflood http://t.co/Xc2u7A7LJV via @JoeCarmen…,Media,['Volunteer'],Related and informative
507,507,507,383644921267494912,"For information on how to help those affected by the floods, go to http://t.co/gNcvAOzrYp http://t.co/a5s2Zj853I #coflood",NGOs,['Volunteer'],Related and informative
508,508,508,383671492187148289,"RT @SNVredcross: In addition to the Colorado flooding, #RedCross has provided food &amp; shelter to people affected by flooding in Guam, UT, AZ…",NGOs,['Volunteer'],Related and informative
509,509,509,383729096737320960,RT @FoothillsUW: Please RT Help those affected by the floods #COFLOOD #BOULDERFLOOD http://t.co/Kurpe1g09e,Outsiders,['Volunteer'],Related and informative
510,510,510,384696248709562369,I am grateful for the support of the House - thanks for passing disaster relief for Colorado. #Coflood #COFloodRelief -cg,Outsiders,['Volunteer'],Related and informative
511,511,511,384720810575138817,Impact of government shutdown on federal flood relief in Colorado unclear (http://t.co/CnGgvUPWBq)  #govshutdown #coloradoflood,Media,['Volunteer'],Related and informative
512,512,512,406575252505128960,RT @STVNews: Glasgow helicopter crash: Eyewitness @gordonsmart praises bravery of Scots running towards the crash and not away  http://t.…,Media,['Volunteer'],Related and informative
513,513,513,406638892679708672,"RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http://t.co/o1fgvTNUru",Outsiders,['Volunteer'],Related and informative
514,514,514,406643695165771776,"RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http://t.co/o1fgvTNUru",NGOs,['Volunteer'],Related and informative
515,515,515,406700968387284992,"RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http://t.co/o1fgvTNUru",Outsiders,['Volunteer'],Related - but not informative
516,516,516,406708635587588096,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Volunteer'],Related and informative
517,517,517,406710481093935104,RT @DazzaY: If you are in Glasgow please consider going to Nelson Mandela place and donating blood. They really need it #Clutha,NGOs,['Volunteer'],Related - but not informative
518,518,518,406711307367636992,RT @BBCBreaking: 125 firefighters continue rescue efforts at Glasgow pub hit by police helicopter. LIVE http://t.co/RZ8hwmS0D0 #Clutha http…,Media,['Volunteer'],Related and informative
519,519,519,406712846668816384,RT @SgtJamesMain: @policescotland have issued a helpline for anyone concerned about family following the Glasgow helicopter crash on 0800 0…,Government,['Volunteer'],Related and informative
520,520,520,406717045158731776,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Volunteer'],Related and informative
521,521,521,406717301019660288,"Anyone in Glasgow who is able to, please make a trip to Nelson Mandela Place to give blood ♥ Thank you. #Clutha",Government,['Volunteer'],Related and informative
522,522,522,406718496408895488,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",NGOs,['Volunteer'],Related and informative
523,523,523,406718550930620416,RT @DazzaY: If you are in Glasgow please consider going to Nelson Mandela place and donating blood. They really need it #Clutha,Outsiders,['Volunteer'],Related and informative
524,524,524,406720534811258881,"RT @johnnyoconn: VERY IMPORTANT, PLEASE RT If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http://t.co/M17kgOxAHH",Government,['Volunteer'],Related and informative
525,525,525,406722145432395776,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Volunteer'],Related and informative
526,526,526,406722451616563201,"RT @isa_sem: @AmbControl999: VERY IMPORTANT, PLEASE RT If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http://t.c…",Outsiders,['Volunteer'],Related and informative
527,527,527,406722845893726209,"RT @AmbControl999: VERY IMPORTANT, PLEASE RT @kirsty_boyle: If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http…",Government,['Volunteer'],Related and informative
528,528,528,406723533763796992,RT @DazzaY: If you are in Glasgow please consider going to Nelson Mandela place and donating blood. They really need it #Clutha,Outsiders,['Volunteer'],Related and informative
529,529,529,406725932897304576,RT @DazzaY: If you are in Glasgow please consider going to Nelson Mandela place and donating blood. They really need it #Clutha,Outsiders,['Volunteer'],Related - but not informative
530,530,530,406738142507839489,"RT @claresedgwick: Well done glasgow, all blood donation appointments taken up. Big hearts in our city #Clutha  #glasgow",Outsiders,['Volunteer'],Related - but not informative
531,531,531,406747369964064768,RT @givebloodscot: #Clutha No session in George Sq. today as social media suggests. Demand for blood is being met. (1 of 2),Government,['Volunteer'],Related and informative
532,532,532,406757088178606080,RT @givebloodscot: #Clutha No session in George Sq. today as social media suggests. Demand for blood is being met. (1 of 2),Government,['Volunteer'],Related and informative
533,533,533,406762834392256513,"RT @policescotland: @GlasgowCC opens family reception centre at 40 John Street, G2 1DU assisting public #Clutha #PSHelicopter http://t.co/j…",Government,['Volunteer'],Related and informative
534,534,534,406782857982803968,RT @B0MBSKARE: Eyewitnesses last night said everyone at the scene just ran in to help. Pure Glasgow. #ichbineinGlaswegian #Clutha,Outsiders,['Volunteer'],Related - but not informative
535,535,535,406804307649265664,RT @realcolinquinn: Incredible that Stranraer captain was on duty as fireman until 8am at #clutha and is now lining up v Clyde.,Outsiders,['Volunteer'],Related - but not informative
536,536,536,406865867449065472,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
537,537,537,406869432611659776,"“@glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070”",NGOs,['Volunteer'],Related and informative
538,538,538,406871357813977088,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
539,539,539,406871441670701056,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
540,540,540,406871672361582592,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
541,541,541,406874872640733187,RT @BroadcastMoose: Player of the day must be Frank Mckeown who capt Stranraer at Clyde after working all night at the helicopter crash as …,Outsiders,['Volunteer'],Related - but not informative
542,542,542,406875396924526592,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
543,543,543,406875866690777088,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
544,544,544,406877934478454784,RT @mrjakehumphrey: My #hero of the day...Frank Mckeown who captained Stranraer at Clyde after working till 8am at the #Glasgow helicopter …,Media,['Volunteer'],Related and informative
545,545,545,406882283980079104,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
546,546,546,406883898778726401,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
547,547,547,406884553069166592,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
548,548,548,406885110911598592,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
549,549,549,406885140267560960,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
550,550,550,406888004989767680,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
551,551,551,406888336356548608,"RT @tamdeanburn: “@glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free t…",Business,['Volunteer'],Related and informative
552,552,552,406890085381341186,"RT @colingalbraith: RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide f…",Business,['Volunteer'],Related - but not informative
553,553,553,406891398181691392,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
554,554,554,406896473306329088,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related - but not informative
555,555,555,406901036704882688,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
556,556,556,406901728739868672,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
557,557,557,406903133852676096,"@glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
558,558,558,406904740283703297,RT @mrjakehumphrey: My #hero of the day...Frank Mckeown who captained Stranraer at Clyde after working till 8am at the #Glasgow helicopter …,Outsiders,['Volunteer'],Related - but not informative
559,559,559,406906870973358081,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
560,560,560,406910188688785409,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
561,561,561,406915880338333696,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
562,562,562,406928765235634176,"Doing it right: MT @glasgow_taxis: Anyone w/ loved ones in hospital from #Clutha struggling for transport to visit, we'll provide free taxis",Business,['Volunteer'],Related and informative
563,563,563,406940907767083008,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
564,564,564,407104661762891776,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
565,565,565,407143039669661696,"RT @AnndraMoireach: Frank McKeown, Firefighter who attended #Clutha tragedy till 8am &amp; then went to play 90 mins for @StranraerFC  #Hero ht…",Outsiders,['Volunteer'],Related - but not informative
566,566,566,407207514510741504,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
567,567,567,407207933928558592,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
568,568,568,407246865437306880,RT @BarclaysLeague: Frank McKeown helps Glasgow helicopter rescue then plays for Stranraer: Stranraer captain Frank McKeown did no... http:…,Outsiders,['Volunteer'],Related and informative
569,569,569,407254088049754112,RT @shellmon3: Glasgow helicopter crash: Hardship fund set up - The Scotsman: http://t.co/LfNisaQFVL,Media,['Volunteer'],Related and informative
570,570,570,407267031646744576,RT @JTSmyth: Fantastic gesture by @HullStingrays fans during match with @Braehead_Clan tonight to raise funds for those affected by #Clutha…,Outsiders,['Volunteer'],Related - but not informative
571,571,571,407306604938543104,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",Business,['Volunteer'],Related and informative
572,572,572,407667734517153792,Help us get 'People Make Glasgow' pins worn by G Matheson on @ScotlandTonight available2buy2fundraise for #Clutha victims. @colinmccredie,Media,['Volunteer'],Related - but not informative
573,573,573,407796025664225280,RT @GlasgowCC: Clutha Appeal Fund now open for donations on 0141 287 7878. Those in need of support call 0141 287 0999 #clutha,Government,['Volunteer'],Related and informative
574,574,574,407827118064934912,"@GlasgowCC Can we donate money online for #Clutha, as well as over the phone?",Government,['Volunteer'],Related - but not informative
575,575,575,408117028348637184,Experts are to begin examining the police helicopter which crashed into the Clutha pub in Glasgow on Friday night.,Media,['Volunteer'],Related and informative
576,576,576,408948809159696384,RT @robster38: Should #Glasgow #whisky firm @whyteandmackay create a special edition to raise money for #Clutha victims? #CSR,Outsiders,['Volunteer'],Related and informative
577,577,577,408949333430902784,RT @robster38: Should #Glasgow #whisky firm @whyteandmackay create a special edition to raise money for #Clutha victims? #CSR,Outsiders,['Volunteer'],Related - but not informative
578,578,578,411543422399680512,RT @robsnodgrass7: Going to set up a charity just giving page for the Clutha bar helicopter crash victims families details be out soon 👍,Outsiders,['Volunteer'],Related and informative
579,579,579,412981619872776193,RT @robsnodgrass7: Great news the page is set up for the Glasgow helicopter crash victims families. Any donation would be great http://t.co…,NGOs,['Volunteer'],Related and informative
580,580,580,414014605631827968,"@lordecuntv Clutha appeal fund raises £220,000: A fund set up to help people and families affected by the Glasgow helicopter crash ra...",NGOs,['Volunteer'],Related and informative
581,581,581,353496943583961090,"Une page pour venir en aide, prendre des nouvelles et en donner  #LacMégantic  https://t.co/VwmcBTGsDd …",Media,['Volunteer'],Related - but not informative
582,582,582,353501326619062272,RT @rc_estrie: RT @CroixRouge_Qc: Lac-Mégantic : Nous déployons du matériel d'urgence et des bénévoles en soutien aux autorités #LacMeganti…,NGOs,['Volunteer'],Related and informative
583,583,583,353507194450350081,#LacMégantic MRT @rc_estrie Groupe Facebook mis sur pied pour retrouver des proches est déjà à plus de 1200 membres http://t.co/1VUMmAREZg,Media,['Volunteer'],Related and informative
584,584,584,353507257373310979,RT @CroixRouge_Qc: Communiqué sur notre intervention à #LacMégantic. Nous avons un réseau de 1500 bénévoles prêts à intervenir http://t.co/…,NGOs,['Volunteer'],Related and informative
585,585,585,353513003569790978,Page #Facebook de support aux gens de Lac-Mégantic #Québec #Estrie https://t.co/7SQVssLrui http://t.co/VD9SSsifNY,Media,['Volunteer'],Related - but not informative
586,586,586,353551264019267584,RT @Dwain_King: Never heard of Lac Megantic until a few minutes ago. Now I feel a need to get there and help!!!!!,Outsiders,['Volunteer'],Related - but not informative
587,587,587,353582859715493889,RT @CroixRouge_Qc: Nos bénévoles préparent l'hébergement des sinistrés de #LacMégantic + de 700 lits ont été acheminés sur le site,NGOs,['Volunteer'],Related and informative
588,588,588,353595769749663744,750 lits sont disponibles au centre d'hébergement à #LacMegantic La café de l'école est en fonction. #RCES http://t.co/8TAirEqJn0,NGOs,['Volunteer'],Related and informative
589,589,589,353682164048601090,RT @CroixRouge_Qc: RT @rc_estrie: Seule la Croix-Rouge du Québec est autorisée à amasser des dons pour les sinistrés de #LacMegantic #RCES,NGOs,['Volunteer'],Related and informative
590,590,590,353841128178597888,Pour faire un don à la @CroixRouge_Qc pour les sinistrés de #LacMegantic composez le 1-800-418-1111,Outsiders,['Volunteer'],Related and informative
591,591,591,353843732841381888,RT @pascalrobidas: Attention: Seule la @CroixRouge_Qc est autorisée à amasser des dons pour les sinistrés de #LacMegantic,Media,['Volunteer'],Related and informative
592,592,592,353865866150027265,RT @LaNippou: J'étais plus que sérieuse hier avec mon idée de spectacle-bénéfice pour les gens de #LacMégantic. Intéressé à aider? nmaryon@…,Media,['Volunteer'],Related - but not informative
593,593,593,353873092969377792,"@pmharper just like you rushed to Calgary when they had flooding, the people of Lac-Mégantic need you there now. Support ALL Canadians.",Outsiders,['Volunteer'],Related - but not informative
594,594,594,353883402564415490,RT @Jebi_Knights: Nous donnerons 500$ à @CroixRouge_Qc pour #LacMegantic si nous gagnons! Votez 10 fois ici jusqu'à vendredi http://t.co/qK…,Outsiders,['Volunteer'],Related - but not informative
595,595,595,354026885514141698,Help those affected by explosions in #LacMégantic. Donations can be made to @redcrosscanada: http://t.co/tMfNckGBwK,NGOs,['Volunteer'],Related and informative
596,596,596,354052005167247360,"RT @f_pi_91: @guyalepage pouvez vous RT svp? Si petites mamans de #LacMegantic qui ont tout perdu ont besoin de linge bb/balançoire, j'en a…",Outsiders,['Volunteer'],Related - but not informative
597,597,597,354058619601424385,RT @redcrosscanada: Help those affected by explosions in #LacMégantic. Donations can be made online: http://t.co/0iBnwtOiPR,NGOs,['Volunteer'],Related and informative
598,598,598,354061849211322369,"Ils auront besoin d'aide là bas, physiquement et monetairement, prenez quelques temps pour les aider. #CroixRouge #LacMegantic",NGOs,['Volunteer'],Related - but not informative
599,599,599,354063296262967296,RT @CroixRouge_Qc: RT @rc_estrie: Seule la Croix-Rouge du Québec est autorisée à amasser des dons pour les sinistrés de #LacMegantic #RCES,NGOs,['Volunteer'],Related and informative
600,600,600,354072083300487171,RT @Gingermommy: Help those affected by explosions in #LacMégantic. Donations can be made to @redcrosscanada: http://t.co/B259uftG3E  ,Media,['Volunteer'],Related and informative
601,601,601,354202287096344577,RT @redcrosscanada: Help those affected by explosions in #LacMégantic. Donations can be made online: http://t.co/0iBnwtOiPR,NGOs,['Volunteer'],Related and informative
602,602,602,354229629780885504,Pour contribuer à l'aide humanitaire: #CroixRouge #LacMegantic #Québec http://t.co/jOYX12coqG,NGOs,['Volunteer'],Related - but not informative
603,603,603,354229646545526785,RT @JustinTrudeau: You can help relief efforts in Lac-Mégantic by donating to the Canadian Red Cross: http://t.co/Bps8LST0Gp,NGOs,['Volunteer'],Related and informative
604,604,604,354307538973503488,#shelterbox le parfait cadeau pour #lacmegantic pour ceux et celles dans le besoin solution unique pour un besoin urgent,Outsiders,['Volunteer'],Related - but not informative
605,605,605,354327642268377088,"RT @danielthibault: Bravo! RT @QuebecorMedia Québecor se mobilise pour venir en aide à la population de #LacMégantic, fait un don de 100 00…",Media,['Volunteer'],Related and informative
606,606,606,354328225272430592,@JustinTrudeau thx for stopping by AB for flood cleanup. But right now bigger help needed in Quebec over train explosion.,Outsiders,['Volunteer'],Related - but not informative
607,607,607,354366968071073793,"RT @MichelLaurence: Pour faire un don à la Croix-Rouge pour #LacMégantic par Internet, c'est ici : https://t.co/muEw9i20Ge",Media,['Volunteer'],Related - but not informative
608,608,608,354411532521709568,RT @FestivalEteQc: Le #FEQ s’associe à @CroixRouge_Qc pour organiser une collecte pour les sinistrés de #LacMégantic sur les Plaines ce soi…,NGOs,['Volunteer'],Related - but not informative
609,609,609,354417735897321474,RT @mike_lachance: cc @Radiopirate2 @gerrypizza @la_lesaffaires: Lac-Mégantic:la Caisse a perdu 7M$ avec MMA et nommé un administrateur htt…,Media,['Volunteer'],Related - but not informative
610,610,610,354662473544122369,Text rougeqc to 30333 in order to donate 5$ to the Red Cross to help Lac-Megantic's tragedy victims #LacMegantic,NGOs,['Volunteer'],Related and informative
611,611,611,354666516878327808,"Royal Ouimet gave away a fridge, stove and a furnished apartment to #LacMégantic survivors.",Outsiders,['Volunteer'],Related - but not informative
612,612,612,354688788611596288,#LacMégantic support - #RoyalCanin is honoured to partner w/ Société Protectrice de l’Estrie to donate/distribute food to petowners in need.,Media,['Volunteer'],Related and informative
613,613,613,354702214599684097,RT @vmarissal: On devrait demander aux firmes de génie et entrepreneurs de la #ceic d'offrir leurs services gratuitement à #lacmégantic,Outsiders,['Volunteer'],Related - but not informative
614,614,614,354989226594549760,RT @chronicleherald: Interesting comment re Paint What Matters abt #Halifax donating to Lac Megantic. They need it more than we do. http:…,Media,['Volunteer'],Related - but not informative
615,615,615,354989419557691392,"RT @LP_LaPresse: #LacMégantic: Pauline Marois annonce une aide de 60 millions, dont 25 millions disponibles immédiatement.",NGOs,['Volunteer'],Related and informative
616,616,616,354990669447692288,Catastrophe à Lac-Mégantic : Québecor offre de l’aide aux sinistrés  | Direction informatique #QCtechno   http://t.co/lOwOdvmVBC,NGOs,['Volunteer'],Related - but not informative
617,617,617,354991407661973504,RT @stephaniesmyth: Premier Marois just announced a $60 million fund for people in Lac-Megantic who have been put out of their homes.,Media,['Volunteer'],Related and informative
618,618,618,354996314989264898,RT @Meloyul: Textez ROUGEQC au 30333 pour faire un don de 5$à la Croix Rouge pour aider les sinistrés du Lac Mégantic. http://t.co/VzMwL9dS…,NGOs,['Volunteer'],Related - but not informative
619,619,619,355041294701166593,Pour de l'aide au #LacMégantic http://t.co/myziokmxca,Outsiders,['Volunteer'],Related - but not informative
