Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
9180,396368724107616256,RT @sanpedrotoday: Watch LAX police chief (and San Pedran) Patrick Gannon answer questions about the #LAXshooting in a press... http://t.co…,Media,Affected individuals,Related and informative
9183,396369399386345472,RT @6shotRugaRell_: Due to the Sniper incident that has taken place in LAX airport @StaceyHashh will not be in attendance for the #UpperEch…,Outsiders,Affected individuals,Related and informative
9186,396370280194781184,RT @Reagan_Nation: LAX Shooting: Watch Suspected GUNMAN Arrested at Los Angelest Airport http://t.co/1vTTfnNEq9,Media,Affected individuals,Related and informative
9187,396370309575876608,RT @CBSLA: UPDATE: #LACoroner confirms 40y/o man has died.Unclear if its #TSA agent who was reported killed during #LAXShooting. http://t.c…,Media,Affected individuals,Related and informative
9191,396370598957711360,One killed in LA airport shooting http://t.co/3PDnsosk37,Media,Affected individuals,Related and informative
9193,396370619949789184,Live: LAX shooting: 'Multiple victims' hit; at least 7 hurt http://t.co/pqT8tQUhH1,Media,Affected individuals,Related and informative
9199,396371819503960064,@Joelcool7 @judgealexferrer @DebbieDowner4 The LAX shooter is reported to be an Off-Duty TSA Agent. The guy you're saying would have access,Outsiders,Affected individuals,Related and informative
9202,396372092146290688,"RT @BBCBreaking: Federal security officer killed in shooting at Los Angeles International Airport #LAX, officials say http://t.co/lcchvUHw2e",Media,Affected individuals,Related and informative
9203,396372289262223360,RT @ABC: ABC has conflicting reports from law enforcement on condition of LAX suspect; cannot confirm shooter is dead as previously reporte…,Media,Affected individuals,Related and informative
9205,396372608024727552,#BREAKING: LOS ANGELES (AP) -- Law enforcement officials identify LA airport shooting suspect as 23-year-old Paul Ciancia. #wsbtv,Media,Affected individuals,Related and informative
9207,396372775826636800,RT @Brosner85: #BREAKING: LOS ANGELES (AP) -- Law enforcement officials identify LA airport shooting suspect as 23-year-old Paul Ciancia. #…,Media,Affected individuals,Related and informative
9211,396375002993287168,"RT @BreakingNews: Law enforcement officials identify Los Angeles airport shooting suspect as 23-year-old Paul Ciancia - @AP, @NBCNews",Media,Affected individuals,Related and informative
9212,396375162364235776,RT @guardiannews: Los Angeles airport shooting: one dead and several injured – live http://t.co/cm0iMQ95WA,Media,Affected individuals,Related and informative
9214,396376022217543680,One killed in LA airport shooting: A suspect is in custody after a transportation official was killed and seven injured in a shooting...,Media,Affected individuals,Related and informative
9215,396376038965399553,"RT @ABC7: #LAX UPDATE: 7 patients treated, 6 transported to area hospitals http://t.co/u5lTveArpy",Media,Affected individuals,Related and informative
9217,396377108546457601,RT @AP: BREAKING: Law enforcement officials identify LAX shooting suspect as 23-year-old Paul Ciancia.,Media,Affected individuals,Related and informative
9222,396377934820171776,"Lone suspect in Los Angeles #LAX airport shooting named to US media as Paul Ciancia, 23, by law enforcement officials http://t.co/0LZfFKpYqN",Media,Affected individuals,Related and informative
9223,396377943196196864,"RT @TheLeadCNN: #LAXShooting witness VernonCardenas: As soon as I saw him, I knew he was the shooter bc he wasn't moving with urgency. #The…",Media,Affected individuals,Related and informative
9229,396378811425488896,"⬇︎のせいで、LAXに入れない。勘弁してくれよ、、  1 dead, multiple victims in LAX shooting spree http://t.co/e8lfuFCnSM via @USATODAY",Media,Affected individuals,Related and informative
9231,396379050496626688,Suspected LAX shooter in custody; multiple injuries http://t.co/HSTuXgMZWP,Media,Affected individuals,Related and informative
9233,396380682068320256,#LAXshooting: Officers didn’t hesitate to confront gunman - Daily Bulletin - http://t.co/ooJZdZqguB,Media,Affected individuals,Related and informative
9234,396380774368555008,RT @cnnbrk: Photo obtained by CNN appears to show a weapon on the floor at #LAX . http://t.co/xuWPhFfeje http://t.co/KipB68PPJq,Media,Affected individuals,Related and informative
9235,396381218960572416,NBC News’ Pete Williams: LAX Shooter Paul Anthony Ciancia Had ‘Strong Anti-Government Views’ | Mediaite http://t.co/4kuo4QCYEe,Media,Affected individuals,Related and informative
9236,396381466428325888,NBC News: LAX Shooter Anti-Government http://t.co/HtTmjRTe22,Media,Affected individuals,Related and informative
9237,396381520941699072,"RT @AP: LAX latest: _ Police ID shooting suspect as Paul Ciancia.  _ TSA worker killed, 2 others wounded. _ Shooting disrupts flights natio…",Media,Affected individuals,Related and informative
9239,396382074602405888,Suspect shot and in police custody. Witnesses say it was pandemonium. Chaos at #LAX. A gunman walked in and a TSA agent Killed. #Unreal,Outsiders,Affected individuals,Related and informative
9240,396382124934045696,RT @GossipCop: Stars React to LAX Airport Shooting: http://t.co/LZAhCdkVCW,Media,Affected individuals,Related and informative
9241,396383064441761792,RT @nytimes: Updated: At least 7 people were injured in shooting by gunman at Los Angeles International Airport http://t.co/aMkeNeWVii,Media,Affected individuals,Related and informative
9246,396384394044141568,"TSA agent killed, six wounded in Los Angeles airport shooting http://t.co/MGbw4jalT5",Media,Affected individuals,Related and informative
9247,396384670847623169,RT @QueenPetraK: Law enforcement sources: #LAX suspect is 23-year-old man with addresses in L.A. and New Jersey. via CNN http://t.co/X45Erb…,Media,Affected individuals,Related and informative
9250,396385128022564864,"RT @soniamoghe: Police ID LAX shooting suspect: Paul Ciancia, of LA/NJ. Looked name up on FB, found this man, listed as TSA worker http://t…",Outsiders,Affected individuals,Related and informative
9251,396385153192587264,"RT @cnnbrk: Official: #LAX gunman asked people, Are you #TSA? If they said no, he moved on. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9255,396385652344098816,Suspect in LAX shooting that killed TSA worker ID'd - http://t.co/mSzDDT5KrD (Latest) http://t.co/WI6CGKuTUj #fashion #sports,Media,Affected individuals,Related and informative
9258,396385954317221889,"RT @BryFitz: A large amount of chaos took place. Seven injured at LAX shooting, one TSA worker killed, suspect in custody. http://t.co/vQ…",Media,Affected individuals,Related and informative
9259,396386184987148288,RT @koconews: LAX suspect shot; TSA officer killed http://t.co/uKWSCHVJZk,Media,Affected individuals,Related and informative
9262,396387044823285761,ANOTHER STUNNER FROM LAX: Photo of couple on empty street in heart of airport. @laura_nelson http://t.co/v5fmsdiKAt,Eyewitness,Affected individuals,Related - but not informative
9263,396387120333344768,LAX suspect shot; TSA officer killed: A man pulled an assault rifle out of a bag and began to open fire Friday... http://t.co/INbHjMMWIu,Media,Affected individuals,Related and informative
9264,396387258728980480,"RT @cnnbrk: Official: #LAX gunman asked people, Are you #TSA? If they said no, he moved on. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9265,396387506200932352,"LAX Airport Shooting: Mythbusters' Grant Imahara, Tory Belleci Safe After Being Inside Terminal http://t.co/gJX1n47b13",Media,Affected individuals,Related and informative
9268,396388219262357504,"RT @cnnbrk: Federal official: #LAX suspect had materials expressing anti-government sentiment, anger at TSA. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9269,396389309776797697,RT @AriDavidUSA: Breaking news! #LAXShooting suspect identified as Aziz Durkha Jihad! He reportedly went on rampage after trying to purchas…,Media,Affected individuals,Related and informative
9272,396391029437251584,LAX Gunman Identified After Airport Shooting Spree: A gunman armed with an assault rifle entered a terminal at... http://t.co/6mm2cCweBJ,Media,Affected individuals,Related and informative
9275,396392505836462081,"RT @BuzzFeedNews: Pennsville, NJ police chief: #LAXshooting suspect texted family Friday that he was thinking of killing himself. http://t.…",Media,Affected individuals,Related and informative
9279,396393109812047872,"LAX: Gunman opens fire at LA airport: A lone, black-clad gunman carrying a high-powered assault rifle opened fire and killed a TSA wo...",Media,Affected individuals,Related and informative
9280,396393407599230976,RT @russmulry: Are you an Australian at LAX? Contact @angelacox7news if you are. #LAX #LAXShooting,Media,Affected individuals,Related - but not informative
9281,396394099642621952,RT @JollyGreenApple: **** BREAKING NEWS **** LAX SHOOTING VIDEO LEAKED ---- Go here: http://t.co/Y4GWMbuYnt ~~~~~~~~~~~~~~~~~~~ #LAX #LAXSh…,Outsiders,Affected individuals,Related and informative
9285,396395949343268864,"Suspect in custody after Los Angeles airport shooting, police say (Christian Science Monitor): Share With Frie... http://t.co/zHKOOnbbz0",Media,Affected individuals,Related and informative
9286,396396326835195904,"LAX suspect shot, TSA officer killed http://t.co/BUFuekgMNU",Media,Affected individuals,Related and informative
9288,396397253775994880,"RT @iCollectNews: LAX Shooter Identified, Wanted To Kill TSA And Pigs http://t.co/8YfWAZg5Vn",Media,Affected individuals,Related and informative
9290,396397333468176384,RT @ToryBelleci: Almost 4 hrs since the shooting. Still here. 2000+ people. They're handing out waters &amp; snacks. #LAXShooting http://t.co/N…,Eyewitness,Affected individuals,Related and informative
9293,396399992635547648,RT @ToryBelleci: Almost 4 hrs since the shooting. Still here. 2000+ people. They're handing out waters &amp; snacks. #LAXShooting http://t.co/N…,Outsiders,Affected individuals,Related and informative
9295,396400286240997376,Witnesses describe intense scene at LAX shooting: LOS ANGELES - Los Angeles International Airport was a scene of... http://t.co/ger0DQDAyU,Eyewitness,Affected individuals,Related and informative
9298,396401628452225024,Timeline For LAX Shooting - 'Multiple victims' hit; gunman had rifle. http://t.co/Nm0fJUGfmK,Media,Affected individuals,Related and informative
9299,396401745863405568,"RT @BreakingNews: Law enforcement officials identify Los Angeles airport shooting suspect as 23-year-old Paul Ciancia - @AP, @NBCNews",Media,Affected individuals,Related and informative
9300,396401812988641280,"FBI Los Angeles confirms shooter identity as Paul Anthony Ciancia, 23 of LA. #LAXShooting",Government,Affected individuals,Related and informative
9302,396402471498952704,RT @ToryBelleci: Just released from the secured holding area. Sighs of relief. This day doesn't seem real. #LAXShooting http://t.co/2WQwHB2…,Eyewitness,Affected individuals,Related - but not informative
9303,396402547004813312,RT @S1A2L345: So theres been a shootin in #lax airport? Since thats all I see trendin &amp; dont see #terrorist trendin Im going to assume it w…,Outsiders,Affected individuals,Related - but not informative
9305,396402639262322688,"TSA agent killed in LAX shooting, suspect ID'd http://t.co/3pqTEEC8wR via @YahooNews Haish... @TeenyJaz @ffazianti",Media,Affected individuals,Related and informative
9306,396402685416865792,RT @TheMuslimGuy: BREAKING NEWS: Media reports saying that #LAX shooter was a young white male with rifle..Since it wasn't a brown dude..…,Outsiders,Affected individuals,Related and informative
9307,396403369071628289,"RT @cnnbrk: Official: #LAX gunman asked people, Are you #TSA? If they said no, he moved on. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9317,396406489617031169,"RT @weeddude: According to @katywithawhy @CBSNews has obtained a photo of Paul Ciancia, the LAX shooting suspect http://t.co/IydbTQM7OC",Media,Affected individuals,Related and informative
9319,396407156544503808,RT @nbcnightlynews: LAX shooting suspect is 23-year-old Paul Anthony Ciancia. @PeteWilliamsNBC joins us now  with more on the suspect #NBCN…,Media,Affected individuals,Related and informative
9320,396407492051484672,RT @RT_America: DEVELOPING: #LAX shooting suspect sent text to his brother in which he admitted he was considering suicide http://t.co/3jRj…,Media,Affected individuals,Related and informative
9321,396408695824719873,BBC News - One person killed in Los Angeles airport shooting http://t.co/Swfr5FOgTk,Media,Affected individuals,Related and informative
9322,396409081704898560,"ben: NJ Police: Dad Called, Worried About LAX Suspect: NJ Police: Dad Called, Worried About LAX Suspect, The... http://t.co/VyKomjFvH1",Media,Affected individuals,Related and informative
9323,396409165582565376,WATCH LIVE: LAX Airport Shooting Press Conference (Full Video): Authorities will deliver a press conference Fr... http://t.co/ve7U337ZLw,Media,Affected individuals,Related and informative
9324,396410407105363968,RT @PrisonPlanet: LAX shooter is 23-year-old Paul Ciancia. How long before we discover he was on anti-depressant drugs?,Media,Affected individuals,Related and informative
9326,396411120136646657,"RT @vudugrrrrl: They shot the shooter at LAX &amp; already have his New Jersey home surrounded.  But they can't find who shot Tupac and Biggie,…",Outsiders,Affected individuals,Related and informative
9328,396411698938011649,"BREAKING NEWS!!!!!!! 7 Injured at LAX, 2 Dead: TSA Agent, Shooter – Watch the Chaos: Video: UP... http://t.co/cHy165dApz #news #omg #bet",Media,Affected individuals,Related and informative
9334,396415029224157185,"UPDATED: LAX Shooter Kills TSA Agent, Other Victims Hit By Gunfire - http://t.co/MhUh7X3Njv http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc",Media,Affected individuals,Related and informative
9337,396416417534189568,"#abcstudio : LAX LATEST: Details Emerge on Suspect, Threat Note: LAX LATEST: Details emerge on suspect,... http://t.co/55GmMpIkjC #dnybm",Media,Affected individuals,Related and informative
9338,396419269665513472,"RT @aa_ghafoor: LAX shooter was a white dude, so don't worry he's not a terrorist",Outsiders,Affected individuals,Related and informative
9339,396420095968161792,Rt @ABCWorldNews: Alleged LAX shooter Paul Ciancia carried anti-government note: http://t.co/Shr8T2Ve1A,Media,Affected individuals,Related and informative
9341,396422524470562817,RT @tayastarling: This is awful 😔 “@cnnbrk: Union official: #LAX shooting is first time a TSA officer has been killed on duty. http://t.co/…,Outsiders,Affected individuals,Related and informative
9347,396431118595289088,RT @AC360: Someone opened to the door to the tarmac and we took cover under the airplane @MythBusters @ToryBelleci on #LAXShooting. #AC360,Media,Affected individuals,Related and informative
9348,396431567360237568,"LAX shooter identified; one dead, 6 injured http://t.co/2brWreHrM3",Media,Affected individuals,Related and informative
9350,396431751934779392,"Peoria: NJ police: Dad called, worried about LAX suspect http://t.co/T2wWFOD66F",Government,Affected individuals,Related and informative
9351,396432569824051200,RT @DBOntarioNow: Father says LAX shooting suspect was suicidal http://t.co/ET9kEW2X8f,Eyewitness,Affected individuals,Related and informative
9352,396432607543427072,RT @ToryBelleci: Shooters in #LAX That was f***ing terrifying!,Eyewitness,Affected individuals,Related - but not informative
9358,396435090579783680,"“@CBSEveningNews: #BREAKING: has obtained a photo of #LAXShooting suspect Paul Ciancia, who is currently in custody: http://t.co/yVYe7X3cgq”",Media,Affected individuals,Related and informative
9360,396436160144093184,See the chaos inside LAX: New video shows chaos inside Los Angeles International Airport as passengers run for... http://t.co/gaAxtsTSed,Media,Affected individuals,Related and informative
9363,396437657514823680,"RT @cnnbrk: FBI identifies Paul Anthony Ciancia, 23, as #LAX shooter. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9364,396438186001711104,"RT @BostonGlobe: LAX shooting suspect sent text to sibling mentioning suicide, N.J. police chief says http://t.co/Z9a19sJjKg",Media,Affected individuals,Related and informative
9376,396447161795096576,RT @myfoxphoenix: #LAXShooting update: 5 people hospitalized http://t.co/ggNTvJfDOR #FOX10,Media,Affected individuals,Related and informative
9377,396447589610311680,"RT @tylerbatisteTNJ: Alleged shooter at LAX is a 2008 graduate of Salesianum, according to AP. #netDE #LAXShooting http://t.co/1w0lCoA5i1",Outsiders,Affected individuals,Related and informative
9380,396448453623951360,Why he look photoshopped RT @ABC7: PHOTO: 23-year-old LAX shooting suspect Paul Ciancia http://t.co/LmaKVo7IMz http://t.co/1htSXMDN9i,Media,Affected individuals,Related and informative
9381,396449586107002880,RT @DanielleCNN: Shooting at #LAX. Triage team setting up. Red = critical. Yellow = stable/needs treatment. Green = walking wounded. http:/…,Media,Affected individuals,Related and informative
9384,396451985232502784,"RT @cnnbrk: Source: Alleged #LAX gunman recently sent angry, rambling texts to family. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9385,396455093245333505,LAX Shooting Witness: Shooter was 'inside' terminal. #J2150L http://t.co/tM1YXDYSh7,Eyewitness,Affected individuals,Related and informative
9387,396458545123573760,"Horrific LAX shooting scene: Actor, Tim Daly, describes to Brooke Baldwin the horrific shooting scene witnessed at the LAX airport.",Eyewitness,Affected individuals,Related and informative
9388,396460382258475008,RT @MichaelSkolnik: FIRST photo of LAX shooting suspect Paul Ciancia --&gt; http://t.co/95xAHiVmhS,Outsiders,Affected individuals,Related and informative
9390,396461422437089281,FBI: 23-year-old L.A. man is suspect in airport shooting that kills TSA officer http://t.co/Y1XMvSVuhf,Government,Affected individuals,Related and informative
9391,396463351825313792,"On @WISN12News at 10, a #WhitefishBay man is desperate to get home to his family after spending the day at the #LAX airport.",Media,Affected individuals,Related - but not informative
9392,396465948099502080,"@BasedBieberLife NJ police: Dad called, worried about LAX suspect:   @deadmau5",Government,Affected individuals,Related and informative
9393,396465973231759360,"@BasedBieberLife NJ police: Dad called, worried about LAX suspect:   @deadmau5",Outsiders,Affected individuals,Related and informative
9394,396466036154724353,".@deadmau5 NJ police: Dad called, worried about LAX suspect:   @BasedBieberLife",Outsiders,Affected individuals,Related - but not informative
9395,396469269992448000,"LAX Shooting: TSA Agent Dead, Gunman In Custody At Airport (UPDATE) http://t.co/NmjNEHMTsC via @HuffPostCrime",Media,Affected individuals,Related and informative
9398,396469869756960768,"RT @msnbc: Two victims shot by suspect in LAX reportedly using a rifle, reports @NBCNews",Media,Affected individuals,Related and informative
9399,396470486302855168,"RT @BBCWorld: Lone suspect in Los Angeles #LAX airport shooting named to US media as Paul Ciancia, 23, by law enforcement officials http://…",Media,Affected individuals,Related and informative
9401,396471161623556097,"RT @cnnbrk: TSA identifies officer killed in #LAX shooting as Gerardo Hernandez, 39. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9402,396471388086611968,Security agent is killed in shooting at airport http://t.co/Q7TtGHmGJw,Media,Affected individuals,Related and informative
9403,396472612832153600,"RT @ConcreteLoop: BREAKING NEWS: LAX SHOOTING LEAVES SEVERAL PEOPLE WOUNDED, SUSPECT IN CUSTODY - http://t.co/IFhKhTsibH",Media,Affected individuals,Related and informative
9404,396472931590897664,"“@_samgasm: the LAX shooter is from Salem county NJ, FUCK THAT” WHAAAAT",Outsiders,Affected individuals,Related - but not informative
9406,396475414614659072,tobiehess leaving LAX  lucky us. Dodged a bullet #LAX shooter safe at home .But something's gotta… http://t.co/lb1X04KQxn,Eyewitness,Affected individuals,Related - but not informative
9408,396476760990437376,"RT @cnnbrk: Gunman at #LAX was shot in chest multiple times, intelligence source says. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
9410,396480540062519296,Suspect in LAX attack identified; TSA agent dies - Battle Creek Enquirer http://t.co/R1ItuA92RR (Latest) #patriots,Media,Affected individuals,Related and informative
9411,396488618287431680,LAX shooting suspect made suicidal references to family: Paul Anthony Ciancia killed one TSA office... http://t.co/Y58oDgnleP #USA #News,Media,Affected individuals,Related and informative
9412,396491369750867968,"RT @JosephSerna: This is the first TSA agent to die in the line of duty, officials said. #LAX shooting.",Outsiders,Affected individuals,Related and informative
9413,396491537539792897,RT @TrenchPressNews: BREAKING! LAX Shooter Off-Duty TSA Agent on Killing Spree http://t.co/ntokwem43g,Media,Affected individuals,Related and informative
9416,396497858368520192,FBI: L.A. man is suspect in airport shooting: A man armed with what police say was an assault rifle and carryi... http://t.co/n123R9CtqT,Media,Affected individuals,Related and informative
9419,396500219761676289,"RT @Nightline: #LAXShooting survivor looked down barrel of gun, “prayed to God:” http://t.co/kyaowijYWR",Media,Affected individuals,Related and informative
9421,396502300102909954,"Face-to-face with the airport gunman: Leon Saryan tells Anderson the LAX shooter walked right up to him, and ... http://t.co/TMvHszJRWJ",Eyewitness,Affected individuals,Related and informative
9423,396502774084407296,"Face-to-face with the airport gunman: Leon Saryan tells Anderson the LAX shooter walked right up to him, and ... http://t.co/r3y4bhcMoM",Media,Affected individuals,Related and informative
9431,396533350535819264,"LAX suspect made references to suicide, father says - http://t.co/uyOfWHvdC5 http://t.co/YvTT5EAQpR (Latest) #teaparty",Eyewitness,Affected individuals,Related and informative
9432,396536324322111488,Police: Suspected LAX gunman sent suicide text to family: N.J. police chief says the suspect's father called... http://t.co/Zt8XGTj7nC,Government,Affected individuals,Related and informative
9433,396537171542163456,Suspect in LAX shooting apparently had suicidal thoughts before attack http://t.co/pSqBAMVD60,Media,Affected individuals,Related and informative
9436,396548659757596672,TSA agent killed in Los Angeles airport shooting  http://t.co/Un2iAUjbfO,Media,Affected individuals,Related and informative
9438,396552027767308288,RT @paidabribeNG: Paul Anthony Ciancia identified as LAX shooting suspect (Photo)  Authorities have identified the individual... http://t.c…,Media,Affected individuals,Related and informative
9439,396555794281684992,Gunman kills one and injures others at LAX airport in Los Angeles | World news http://t.co/2pA8Ng0ae5,Media,Affected individuals,Related and informative
9443,396567345369714688,"Suspect in Custody, Multiple People Injured in LAX Shooting - Dansville-Genesee Country Express http://t.co/zd757LbhDV (Latest) #obama #p2",Media,Affected individuals,Related and informative
9449,396579118797844480,RT @FoxNews: TSA officer killed in #LAX shooting remembered as 'very proud' father http://t.co/I1OwwQwUgm,Media,Affected individuals,Related and informative
9460,396604112667545600,NJ police: LAX shooting suspect sent suicidal text,Government,Affected individuals,Related and informative
9461,396608059486650368,Paul Anthony Ciancia Nominato come Shooting LAX Suspect http://t.co/iqJaTz39AQ,Media,Affected individuals,Related and informative
9466,396622118793654272,"RT @ashleyjessica: Script Flipped: LAX Shooter Is Mad At ‘Intrusive Security Screenings’, Had Note Mentioning ‘NWO’ - http://t.co/OJMlvenvSU",Media,Affected individuals,Related and informative
9472,396640900886970368,Questions surround LAX suspect's motive http://t.co/ND2O12yFbd,Outsiders,Affected individuals,Related - but not informative
9474,396646672274444288,"@QxK thanks to the dead lax shooter for causing traffic, i missed glassjaw. so I'm going to try to go tonight",Outsiders,Affected individuals,Related - but not informative
9476,396647188157452289,Gunman targets TSA in Los Angeles airport shooting http://t.co/v9PN62djJA via #NewzSocial,Media,Affected individuals,Related and informative
9477,396649243349241857,Mad Men Cast And Crew 'Caught In The Middle Of LA Airport Shooting' http://t.co/y59IWKRfGs,Media,Affected individuals,Related and informative
9480,396654012277092353,"Script Flipped: LAX Shooter Is Mad At �Intrusive Security Screenings�, Had Note Mentioning �NWO� http://t.co/v0wOmdAKCZ",Outsiders,Affected individuals,Related and informative
9485,396658248545095680,@BasedBieberLife Gunman targets TSA in Los Angeles airport shooting:   @deadmau5,Outsiders,Affected individuals,Related and informative
9491,396665726976950272,Suspect held as guard killed in airport shooting - Herald.ie http://t.co/ZkWRWp3Tn5 (Latest) #football,Media,Affected individuals,Related and informative
9493,396675533268058112,LAX shooting suspect in custody; TSA officer killed - Salt Lake Tribune http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc,Media,Affected individuals,Related and informative
9494,396676867039563777,Gunman targets TSA in Los Angeles airport shooting http://t.co/zP3ikL5Bya,Media,Affected individuals,Related and informative
9495,396683443729223680,"RT @ChicoDelainky: The #LAX shooter referred to himself as a pissed-off patriot” Come on! If that’s not a #teaparty member, I don’t know w…",Outsiders,Affected individuals,Related and informative
9501,396720093549166592,LAX rampage suspect called former Homeland Security secretary Secretary Janet Napolitano a 'bull d***': Offici... http://t.co/j3zO5Ds0GJ,Media,Affected individuals,Related and informative
9513,396758819553804288,You're such a reporter! RT @stephkbarnes Displaced baggage due to yesterday's #LAXShooting being sorted. @NBCLA http://t.co/Jz2xiyINv1,Media,Affected individuals,Related and informative
9516,396770249015848961,RT @FOX29philly: VIDEO: Details Emerge about LAX Shooter.  http://t.co/JbyrHpLXdb,Media,Affected individuals,Related and informative
9519,396775009555062784,LAX suspect had note saying he wanted to kill TSA - http://t.co/wXuU0JIQBk http://t.co/zd757LbhDV (Latest) #obama #p2,Media,Affected individuals,Related and informative
9520,396778029470322688,US Atty for LA Andre Birotte said LAX  gunman faces 2 federal counts: Murder of a federal officer &amp; commission of crime at an airport.,Government,Affected individuals,Related and informative
9521,396786384515911680,"STORY: LAX shooting suspect charged with murder, commission of violence at an international airport http://t.co/ljmQajYSUt",Media,Affected individuals,Related and informative
9522,396787139511611392,LAX Shooting Suspect Charged With Murder http://t.co/vTcJlisowg - #Fanuendo,Media,Affected individuals,Related and informative
9523,396787340842004480,RT @CBSNews: STORY: LAX shooting suspect charged with murder in rampage http://t.co/eu5zeHUC8A,Media,Affected individuals,Related and informative
9524,396787437294608384,Police probe motive after deadly LA airport shooting http://t.co/ncH5X6Oxd4 #AFP #video,Media,Affected individuals,Related and informative
9525,396789198914473984,Link to Greg W Howard? RT @CrankItUp6: SPLC: LAX-shooter Manifesto...ConspTheorist Patriot http://t.co/oOzCFDpB9z #p2 #tcot #opslam,Outsiders,Affected individuals,Related and informative
9526,396792139117375488,Note found at #LAXShooting scene says he wanted to instill fear into their traitorous minds of the TSA.,Outsiders,Affected individuals,Related and informative
9527,396794294969044993,RT @PzFeed: FBI: 'SOMEBODY GAVE THE LAX GUNMAN A RIDE TO THE AIRPORT.' FBI URGES ANYONE WITH PICTURES AND VIDEOS TO PROVIDE HERE http://t.c…,Media,Affected individuals,Related and informative
9528,396796102722478081,Update: LAX suspect shot slain TSA officer two times: http://t.co/PAcMYrH9z0,Outsiders,Affected individuals,Related and informative
9529,396798535426797568,"RT @FoxNews: UPDATE: Suspect in LAX shooting wrote note telling of intent to kill TSA employees, report says http://t.co/oGXN1kC2q8",Media,Affected individuals,Related and informative
9532,396802985583333377,"LAX suspect shot TSA officer, walked away, then returned to shoot him again - CNN International  http://t.co/CGQAJc3BJ0",Media,Affected individuals,Related and informative
9534,396803522433269761,Police: LAX shooting suspect carried note about ‘New World Order’ during attack | The Raw Story http://t.co/nQt02lSid8,Media,Affected individuals,Related and informative
9535,396807226033061888,#us Details surrounding LAX shooter beginning to emerge; charged with murdering a federal officer: Paul Anthon... http://t.co/jmiuoOc2Ed,Media,Affected individuals,Related and informative
9536,396810459845636096,"Other News LAX suspect set out to kill, scare TSA officers: The unemployed motorcycle mechanic suspected of ca... http://t.co/ZrxLhUsopz",Media,Affected individuals,Related and informative
9537,396810828936409088,Los Angeles Airport terminal re-opens as shooting probed http://t.co/2RfcrNGDZq via ABS-CBN,Media,Affected individuals,Related and informative
9541,396818827473739776,RT @GayCarBoys: guns havent made the USA safer: Gunman kills one and injures others at LAX airport  http://t.co/TFs9CiotQW via @guardian #A…,Media,Affected individuals,Related and informative
9542,396822753351061504,Here's the issue of the moment! LAX shooting suspect Paul Ciancia charged with murder - USA TODAY,Media,Affected individuals,Related and informative
9543,396829590045196288,Accused LAX shooter Paul Ciancia an unknown in his hometown: Official says Paul Ciancia's family doesn't know ... http://t.co/dFw1thbhJw,Media,Affected individuals,Related and informative
9544,396830890263072768,"RT @ABC: LAX Suspect Paul Ciancia Charged, Could Face Death Penalty - but Is Wounded and Unresponsive http://t.co/4H8eYjM6TC",Media,Affected individuals,Related and informative
9547,396837190145019904,"RT @Mark_JekyllHyde: Here we go, FBI refers to LAX shooter as angry patriot Armed with assault weapon. Goal is to paint patriots &amp; Tea Part…",Outsiders,Affected individuals,Related and informative
9548,396838607803011072,"RT @cnnbrk: Wife: #LAX victim Gerardo Hernandez was wonderful husband, father, brother, son and friend. http://t.co/6jB1OgSOQr http://t.c…",Media,Affected individuals,Related and informative
9549,396840109372624896,"RT @cnnbrk: Wife: #LAX victim Gerardo Hernandez was wonderful husband, father, brother, son and friend. http://t.co/6jB1OgSOQr http://t.c…",Media,Affected individuals,Related and informative
9550,396841225061298176,LAX suspect set out to kill multiple TSA officers  http://t.co/xRJoXhmV9a,Media,Affected individuals,Related and informative
9551,396858291684663296,LAX shooting suspect Paul Ciancia charged with murder - USA TODAY http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc,Media,Affected individuals,Related and informative
9552,396860019729129472,@BasedBieberLife LAX suspect set out to kill multiple TSA officers:   @deadmau5,Outsiders,Affected individuals,Related and informative
9556,396865631712456704,Los Angeles airport shooting suspect on murder charge - Radio New Zealand http://t.co/Lh4MVd3ziR (Latest) #Army #Navy #pjnet,Media,Affected individuals,Related and informative
9558,396867498169352192,"RT @BreakingNews: Los Angeles shooting suspect charged with murder of federal officer, commission of violence at international airport - @A…",Media,Affected individuals,Related and informative
9561,396912519832301568,"LAX suspect charged with murder: The suspected Los Angeles airport gunman shot a TSA officer, walked away, then returned to shoot his...",Outsiders,Affected individuals,Related and informative
9562,396932363080318976,TSA agent killed in Los Angeles airport shooting  http://t.co/qOArJACJeW,Media,Affected individuals,Related and informative
9563,396936871944536064,Suspect in LAX Shooting Spree Targeted TSA - ABC News http://t.co/ijShPjwB3A,Media,Affected individuals,Related and informative
